Report_No,Reported_Date,Reported Time,From_Date,From Time,To_Date,To Time,Offense,IBRS,Description,Beat,Address,City,Zip Code,Rep_Dist,Area,DVFlag,Invl_No,Involvement,Race,Sex,Age,Location 1,Firearm Used Flag
150037604,06/02/2015 12:00:00 AM,22:00,05/19/2015 12:00:00 AM,12:00,,,650,23G,Stealing Auto Parts/,111,500  OAK ST,KANSAS CITY,64106,PJ0559,CPD,U,1,VIC,B,M,42,"500 OAK ST
KANSAS CITY 64106
(39.109, -94.5793)",N
150072237,10/08/2015 12:00:00 AM,0:39,10/07/2015 12:00:00 AM,17:50,10/08/2015 12:00:00 AM,0:25,640,23F,Stealing From Auto,111,GRAND AV and E MISSOURI AV,KANSAS CITY,64106,PJ0513,CPD,U,1,VIC,W,F,43,"E GRAND AV
KANSAS CITY 64106
(39.1078, -94.5801)",N
150027288,04/23/2015 12:00:00 AM,10:45,04/02/2015 12:00:00 AM,12:00,04/22/2015 12:00:00 AM,15:30,1120,26A,Fraud/Confidence Gam,111,200  W 3 ST,KANSAS CITY,64105,PJ0375,CPD,U,1,VIC,W,F,43,"200 W 3 ST
KANSAS CITY 64105
(39.1094, -94.5859)",N
150033512,05/17/2015 12:00:00 AM,16:52,05/16/2015 12:00:00 AM,18:30,05/17/2015 12:00:00 AM,14:30,650,23G,Stealing Auto Parts/,111,300  LOCUST LN,KANSAS CITY,64106,PJ0402,CPD,U,1,VIC,W,F,47,"300 LOCUST LN
KANSAS CITY 64106
(39.1107, -94.5786)",N
150064980,09/11/2015 12:00:00 AM,19:44,09/11/2015 12:00:00 AM,19:40,,,690,23H,Stealing All Other,999,400  MAIN ST,KANSAS CITY,99999,PJ0469,CPD,U,1,VIC,W,F,48,"400 MAIN ST
KANSAS CITY 99999
(39.1091, -94.5831)",N
150018650,03/18/2015 12:00:00 AM,21:08,03/18/2015 12:00:00 AM,15:30,03/18/2015 12:00:00 AM,16:30,650,23G,Stealing Auto Parts/,111,100  W 5 ST,KANSAS CITY,64105,PJ0556,CPD,U,1,VIC,W,M,49,"100 W 5 ST
KANSAS CITY 64105
(39.1081, -94.5841)",N
150001172,01/06/2015 12:00:00 AM,3:35,01/05/2015 12:00:00 AM,20:00,01/06/2015 12:00:00 AM,3:00,702,240,Auto Theft,111,E MISSOURI AV and WALNUT ST,KANSAS CITY,64106,PJ0536,CPD,U,1,VIC,W,M,50,"E MISSOURI AV
KANSAS CITY 64106
(39.1076, -94.5813)",N
150065376,09/13/2015 12:00:00 AM,12:07,09/12/2015 12:00:00 AM,20:25,,,690,23H,Stealing All Other,111,500  WALNUT ST,KANSAS CITY,64106,PJ0513,CPD,U,1,VIC,W,F,51,"500 WALNUT ST
KANSAS CITY 64106
(39.1085, -94.5816)",N
150002898,01/13/2015 12:00:00 AM,14:15,01/13/2015 12:00:00 AM,12:32,01/13/2015 12:00:00 AM,14:00,640,23F,Stealing From Auto,111,500  WALNUT ST,KANSAS CITY,64106,PJ0536,CPD,U,1,VIC,W,M,52,"500 WALNUT ST
KANSAS CITY 64106
(39.1085, -94.5816)",N
150060247,08/25/2015 12:00:00 AM,12:36,08/25/2015 12:00:00 AM,11:45,08/25/2015 12:00:00 AM,11:55,660,23H,Stealing Bicycles,111,300  E 3 ST,KANSAS CITY,64106,PJ0417,CPD,U,1,VIC,W,M,52,"300 E 3 ST
KANSAS CITY 64106
(39.1105, -94.5804)",N
150008723,02/05/2015 12:00:00 AM,16:41,02/05/2015 12:00:00 AM,16:38,,,640,23F,Stealing From Auto,111,300  E MISSOURI AV,KANSAS CITY,64106,PJ0498,CPD,U,1,VIC,W,M,53,"300 E MISSOURI AV
KANSAS CITY 64106
(39.108, -94.5795)",N
150041620,06/17/2015 12:00:00 AM,20:05,06/17/2015 12:00:00 AM,16:00,06/17/2015 12:00:00 AM,16:30,1401,290,Property Damage,111,100  E MISSOURI AV,KANSAS CITY,64120,PJ0513,CPD,U,2,VIC,W,M,54,"100 E MISSOURI AV
KANSAS CITY 64120
(39.1077, -94.5812)",N
150041619,06/17/2015 12:00:00 AM,19:57,06/17/2015 12:00:00 AM,19:57,,,1120,26A,Fraud/Confidence Gam,111,100  E MISSOURI AV,KANSAS CITY,64106,PJ0513,CPD,U,1,ARR,W,M,54,"100 E MISSOURI AV
KANSAS CITY 64106
(39.1077, -94.5812)",N
150041620,06/17/2015 12:00:00 AM,20:05,06/17/2015 12:00:00 AM,16:00,06/17/2015 12:00:00 AM,16:30,640,23F,Stealing From Auto,111,100  E MISSOURI AV,KANSAS CITY,64120,PJ0513,CPD,U,2,VIC,W,M,54,"100 E MISSOURI AV
KANSAS CITY 64120
(39.1077, -94.5812)",N
150041620,07/09/2015 12:00:00 AM,16:56,06/17/2015 12:00:00 AM,16:00,07/09/2015 12:00:00 AM,15:55,640,23F,Stealing From Auto,111,100  E MISSOURI AV,KANSAS CITY,64120,PJ0513,CPD,U,1,VIC,W,M,54,"100 E MISSOURI AV
KANSAS CITY 64120
(39.1077, -94.5812)",N
150070418,10/01/2015 12:00:00 AM,8:15,09/30/2015 12:00:00 AM,7:45,09/30/2015 12:00:00 AM,16:15,650,23G,Stealing Auto Parts/,111,200  W 3 ST,KANSAS CITY,64105,PJ0375,CPD,U,1,VIC,B,F,55,"200 W 3 ST
KANSAS CITY 64105
(39.1094, -94.5859)",N
150007631,02/01/2015 12:00:00 AM,13:31,01/31/2015 12:00:00 AM,14:30,02/01/2015 12:00:00 AM,13:30,702,240,Auto Theft,111,300  E MISSOURI AVE,KANSAS CITY,64106,PJ0498,CPD,U,1,VIC,W,F,57,"300 E MISSOURI AVE
KANSAS CITY 64106
(39.108, -94.5795)",N
150051731,07/24/2015 12:00:00 AM,21:15,07/24/2015 12:00:00 AM,21:15,,,702,240,Auto Theft,111,0  W 3 ST,KANSAS CITY,64105,PJ0375,CPD,U,1,VIC,W,F,58,"0 W 3 ST
KANSAS CITY 64105
(39.1099, -94.5834)",N
150034656,05/22/2015 12:00:00 AM,12:00,05/21/2015 12:00:00 AM,23:15,05/22/2015 12:00:00 AM,9:20,702,240,Auto Theft,111,200  DELAWARE ST,KANSAS CITY,64105,PJ0375,CPD,U,1,VIC,W,M,61,"200 DELAWARE ST
KANSAS CITY 64105
(39.1103, -94.5852)",N
150050869,07/21/2015 12:00:00 AM,23:17,07/21/2015 12:00:00 AM,21:00,07/21/2015 12:00:00 AM,21:45,702,240,Auto Theft,111,300  DELAWARE ST,KANSAS CITY,64105,PJ0458,CPD,U,1,VIC,W,M,61,"300 DELAWARE ST
KANSAS CITY 64105
(39.1092, -94.5848)",N
150002896,01/13/2015 12:00:00 AM,13:36,01/13/2015 12:00:00 AM,11:30,01/13/2015 12:00:00 AM,13:00,702,240,Auto Theft,111,500  DELAWARE ST,KANSAS CITY,64105,PJ0549,CPD,U,1,VIC,W,M,63,"500 DELAWARE ST
KANSAS CITY 64105
(39.1078, -94.5842)",N
150021335,03/30/2015 12:00:00 AM,12:16,03/30/2015 12:00:00 AM,10:30,,,650,23G,Stealing Auto Parts/,111,200  DELAWARE ST,KANSAS CITY,64105,PJ0375,CPD,U,1,VIC,W,M,64,"200 DELAWARE ST
KANSAS CITY 64105
(39.1103, -94.5852)",N
150026390,04/19/2015 12:00:00 AM,20:53,04/19/2015 12:00:00 AM,20:50,,,702,240,Auto Theft,111,200  DELAWARE ST,KANSAS CITY,99999,PJ0375,CPD,U,1,VIC,W,M,68,"200 DELAWARE ST
KANSAS CITY 99999
(39.1103, -94.5848)",N
150018969,03/20/2015 12:00:00 AM,9:51,03/16/2015 12:00:00 AM,6:30,,,1198,26C,Impersonation,111,200  W 5 ST ,KANSAS CITY,64105,PJ0522,CPD,U,1,VIC,W,M,74,"200 W 5 ST
KANSAS CITY 64105
(39.1083, -94.5859)",N
150040764,06/14/2015 12:00:00 AM,18:37,06/14/2015 12:00:00 AM,13:15,06/14/2015 12:00:00 AM,17:00,670,23D,Stealing from Buildi,111,00  W 5 ST,KANSAS CITY,64105,PJ0493,CPD,U,1,VIC,W,F,75,"00 W 5 ST
KANSAS CITY 64105
(39.1083, -94.5829)",N
150040764,06/14/2015 12:00:00 AM,18:37,06/14/2015 12:00:00 AM,13:15,06/14/2015 12:00:00 AM,17:00,1122,26B,Credit/Debit/ATM Car,111,00  W 5 ST,KANSAS CITY,64105,PJ0493,CPD,U,1,VIC,W,F,75,"00 W 5 ST
KANSAS CITY 64105
(39.1083, -94.5829)",N
150001172,01/06/2015 12:00:00 AM,3:35,01/05/2015 12:00:00 AM,20:00,01/06/2015 12:00:00 AM,3:00,702,240,Auto Theft,111,E MISSOURI AV and WALNUT ST,KANSAS CITY,64106,PJ0536,CPD,U,1,SUS,U,U,,"E MISSOURI AV
KANSAS CITY 64106
(39.1076, -94.5813)",N
150007738,02/02/2015 12:00:00 AM,1:20,02/02/2015 12:00:00 AM,1:00,,,301,120,Strong Arm Robbery,111,0  W 3 ST ,KANSAS CITY,64105,PJ0375,CPD,N,1,SUS,B,M,,"0 W 3 ST
KANSAS CITY 64105
(39.1099, -94.5834)",Y
150007738,02/02/2015 12:00:00 AM,1:20,02/02/2015 12:00:00 AM,1:00,,,301,120,Strong Arm Robbery,111,0  W 3 ST ,KANSAS CITY,64105,PJ0375,CPD,N,2,SUS,B,F,,"0 W 3 ST
KANSAS CITY 64105
(39.1099, -94.5834)",Y
150007738,02/02/2015 12:00:00 AM,1:20,02/02/2015 12:00:00 AM,1:00,,,301,120,Strong Arm Robbery,111,0  W 3 ST ,KANSAS CITY,64105,PJ0375,CPD,N,3,SUS,B,M,,"0 W 3 ST
KANSAS CITY 64105
(39.1099, -94.5834)",Y
150008719,02/05/2015 12:00:00 AM,17:28,02/05/2015 12:00:00 AM,16:00,02/05/2015 12:00:00 AM,17:05,640,23F,Stealing From Auto,111,GRAND AV and E MISSOURI AV,KANSAS CITY,64106,PJ0513,CPD,U,1,SUS,U,U,,"E GRAND AV
KANSAS CITY 64106
(39.1078, -94.5801)",N
150009746,02/09/2015 12:00:00 AM,16:52,02/09/2015 12:00:00 AM,5:00,02/09/2015 12:00:00 AM,16:30,501,220,Burglary - Residence,111,0  W 3 ST ,KANSAS CITY,64105,PJ0375,CPD,U,1,SUS,U,U,,"0 W 3 ST
KANSAS CITY 64105
(39.1099, -94.5834)",N
150010699,02/13/2015 12:00:00 AM,19:40,02/08/2015 12:00:00 AM,12:00,02/12/2015 12:00:00 AM,7:00,670,23D,Stealing from Buildi,111,0  W 3 ST,KANSAS CITY,64105,PJ0375,CPD,U,1,SUS,U,U,,"0 W 3 ST
KANSAS CITY 64105
(39.1099, -94.5834)",N
150010843,02/14/2015 12:00:00 AM,12:26,02/14/2015 12:00:00 AM,8:20,02/14/2015 12:00:00 AM,8:30,702,240,Auto Theft,111,00  E 3 ST,KANSAS CITY,64105,PJ0469,CPD,U,1,SUS,U,U,,"00 E 3 ST
KANSAS CITY 64105
(39.1099, -94.5834)",N
150010843,02/14/2015 12:00:00 AM,12:26,02/14/2015 12:00:00 AM,8:20,02/14/2015 12:00:00 AM,8:30,702,240,Auto Theft,111,00  E 3 ST,KANSAS CITY,64105,PJ0469,CPD,U,1,VIC,A,M,,"00 E 3 ST
KANSAS CITY 64105
(39.1099, -94.5834)",N
150015207,03/05/2015 12:00:00 AM,6:48,03/04/2015 12:00:00 AM,16:30,03/05/2015 12:00:00 AM,6:15,702,240,Auto Theft,111,0  W 3 ST,KANSAS CITY,64105,PJ0375,CPD,U,1,SUS,U,U,,"0 W 3 ST
KANSAS CITY 64105
(39.1099, -94.5834)",N
150026383,04/19/2015 12:00:00 AM,20:11,04/19/2015 12:00:00 AM,20:11,,,702,240,Auto Theft,111,3RD ST and LOCUST ST,KANSAS CITY,64106,PJ0357,CPD,U,1,SUS,U,U,,"3RD ST
KANSAS CITY 64106
(39.1108, -94.5786)",N
150040764,06/14/2015 12:00:00 AM,18:37,06/14/2015 12:00:00 AM,13:15,06/14/2015 12:00:00 AM,17:00,670,23D,Stealing from Buildi,111,00  W 5 ST,KANSAS CITY,64105,PJ0493,CPD,U,1,SUS,U,U,,"00 W 5 ST
KANSAS CITY 64105
(39.1083, -94.5829)",N
150040764,06/14/2015 12:00:00 AM,18:37,06/14/2015 12:00:00 AM,13:15,06/14/2015 12:00:00 AM,17:00,1122,26B,Credit/Debit/ATM Car,111,00  W 5 ST,KANSAS CITY,64105,PJ0493,CPD,U,1,SUS,U,U,,"00 W 5 ST
KANSAS CITY 64105
(39.1083, -94.5829)",N
150050446,07/20/2015 12:00:00 AM,16:27,07/19/2015 12:00:00 AM,19:00,07/20/2015 12:00:00 AM,15:00,702,240,Auto Theft,111,0  W 3 ST,KANSAS CITY,64105,PJ0375,CPD,U,1,SUS,U,U,,"0 W 3 ST
KANSAS CITY 64105
(39.1099, -94.5834)",N
150051731,07/24/2015 12:00:00 AM,21:15,07/24/2015 12:00:00 AM,21:15,,,702,240,Auto Theft,111,0  W 3 ST,KANSAS CITY,64105,PJ0375,CPD,U,1,SUS,U,U,,"0 W 3 ST
KANSAS CITY 64105
(39.1099, -94.5834)",N
150071769,10/06/2015 12:00:00 AM,10:15,10/06/2015 12:00:00 AM,9:00,,,690,23H,Stealing All Other,111,00  W 3 ST,KANSAS CITY,64106,PJ0458,CPD,U,1,SUS,U,M,,"00 W 3 ST
KANSAS CITY 64106
(39.1094, -94.5859)",N
150071769,10/06/2015 12:00:00 AM,10:15,10/06/2015 12:00:00 AM,9:00,,,690,23H,Stealing All Other,111,00  W 3 ST,KANSAS CITY,64106,PJ0458,CPD,U,2,VIC,,,,"00 W 3 ST
KANSAS CITY 64106
(39.1094, -94.5859)",N
150072237,10/08/2015 12:00:00 AM,0:39,10/07/2015 12:00:00 AM,17:50,10/08/2015 12:00:00 AM,0:25,640,23F,Stealing From Auto,111,GRAND AV and E MISSOURI AV,KANSAS CITY,64106,PJ0513,CPD,U,1,SUS,U,U,,"E GRAND AV
KANSAS CITY 64106
(39.1078, -94.5801)",N
150030057,05/04/2015 12:00:00 AM,13:55,04/24/2015 12:00:00 AM,9:36,,,1122,26B,Credit/Debit/ATM Car,111,500  DELAWARE ST,KANSAS CITY,64105,PJ0556,CPD,U,1,SUS,U,U,,"500 DELAWARE ST
KANSAS CITY 64105
(39.1078, -94.5842)",N
150041620,06/17/2015 12:00:00 AM,20:05,06/17/2015 12:00:00 AM,16:00,06/17/2015 12:00:00 AM,16:30,640,23F,Stealing From Auto,111,100  E MISSOURI AV,KANSAS CITY,64120,PJ0513,CPD,U,1,VIC,W,F,,"100 E MISSOURI AV
KANSAS CITY 64120
(39.1077, -94.5812)",N
150037604,06/02/2015 12:00:00 AM,22:00,05/19/2015 12:00:00 AM,12:00,,,650,23G,Stealing Auto Parts/,111,500  OAK ST,KANSAS CITY,64106,PJ0559,CPD,U,1,SUS,U,U,,"500 OAK ST
KANSAS CITY 64106
(39.109, -94.5793)",N
150090037,12/14/2015 12:00:00 AM,13:11,12/13/2015 12:00:00 AM,18:00,12/14/2015 12:00:00 AM,9:00,640,23F,Stealing From Auto,111,500  LOCUST LN,KANSAS CITY,64106,PJ0492,CPD,U,1,SUS,U,U,,"500 LOCUST LN
KANSAS CITY 64106
(39.1092, -94.578)",N
150068906,09/25/2015 12:00:00 AM,15:55,09/23/2015 12:00:00 AM,20:00,09/24/2015 12:00:00 AM,12:00,650,23G,Stealing Auto Parts/,111,500  E 3 ST,KANSAS CITY,99999,PJ0357,CPD,U,1,SUS,U,U,,"500 E 3 ST
KANSAS CITY 99999
(39.1109, -94.5785)",N
150028450,04/28/2015 12:00:00 AM,0:13,04/28/2015 12:00:00 AM,0:13,,,1401,290,Property Damage,411,200  WALNUT ST,KANSAS CITY,64106,PJ0391,CPD,U,1,SUS,U,U,,"200 WALNUT ST
KANSAS CITY 64106
(39.111, -94.5825)",N
150026390,04/19/2015 12:00:00 AM,20:53,04/19/2015 12:00:00 AM,20:50,,,702,240,Auto Theft,111,200  DELAWARE ST,KANSAS CITY,99999,PJ0375,CPD,U,1,SUS,U,U,,"200 DELAWARE ST
KANSAS CITY 99999
(39.1103, -94.5848)",N
150035410,05/25/2015 12:00:00 AM,16:43,05/24/2015 12:00:00 AM,2:00,05/24/2015 12:00:00 AM,9:00,640,23F,Stealing From Auto,111,400  WASHINGTON ST,KANSAS CITY,64109,PJ0535,CPD,U,1,SUS,U,U,,"400 WASHINGTON ST
KANSAS CITY 64109
(39.1083, -94.5897)",N
150008723,02/05/2015 12:00:00 AM,16:41,02/05/2015 12:00:00 AM,16:38,,,640,23F,Stealing From Auto,111,300  E MISSOURI AV,KANSAS CITY,64106,PJ0498,CPD,U,1,SUS,B,M,,"300 E MISSOURI AV
KANSAS CITY 64106
(39.108, -94.5795)",N
150027288,04/23/2015 12:00:00 AM,10:45,04/02/2015 12:00:00 AM,12:00,04/22/2015 12:00:00 AM,15:30,1120,26A,Fraud/Confidence Gam,111,200  W 3 ST,KANSAS CITY,64105,PJ0375,CPD,U,1,SUS,U,M,,"200 W 3 ST
KANSAS CITY 64105
(39.1094, -94.5859)",N
150015514,03/06/2015 12:00:00 AM,11:36,02/27/2015 12:00:00 AM,17:00,03/03/2015 12:00:00 AM,8:00,650,23G,Stealing Auto Parts/,111,200  E 3 ST,KANSAS CITY,64106,PJ0357,CPD,U,1,VIC,,,,"200 E 3 ST
KANSAS CITY 64106
(39.1104, -94.5809)",N
150046658,07/06/2015 12:00:00 AM,23:20,07/06/2015 12:00:00 AM,23:20,,,301,120,Strong Arm Robbery,111,100  E MISSOURI AV,KANSAS CITY,64106,PJ0513,CPD,U,1,SUS,B,M,,"100 E MISSOURI AV
KANSAS CITY 64106
(39.1077, -94.5812)",N
150002551,01/12/2015 12:00:00 AM,9:52,10/03/2014 12:00:00 AM,0:01,10/03/2014 12:00:00 AM,23:59,1120,26A,Fraud/Confidence Gam,111,300  E 3 ST,KANSAS CITY,64106,PJ0357,CPD,U,1,SUS,U,U,,"300 E 3 ST
KANSAS CITY 64106
(39.1105, -94.5804)",N
150088793,12/09/2015 12:00:00 AM,16:33,12/09/2015 12:00:00 AM,15:00,12/09/2015 12:00:00 AM,15:10,640,23F,Stealing From Auto,111,100  E 3 ST,KANSAS CITY,64108,PJ0391,CPD,U,1,SUS,U,U,,"100 E 3 ST
KANSAS CITY 64108
(39.1101, -94.5821)",N
150005568,01/24/2015 12:00:00 AM,11:09,01/22/2015 12:00:00 AM,12:00,01/24/2015 12:00:00 AM,10:00,1401,290,Property Damage,111,200  WALNUT ST,KANSAS CITY,64106,PJ0391,CPD,U,1,VIC,,,,"200 WALNUT ST
KANSAS CITY 64106
(39.111, -94.5825)",N
150050869,07/21/2015 12:00:00 AM,23:17,07/21/2015 12:00:00 AM,21:00,07/21/2015 12:00:00 AM,21:45,702,240,Auto Theft,111,300  DELAWARE ST,KANSAS CITY,64105,PJ0458,CPD,U,1,SUS,U,U,,"300 DELAWARE ST
KANSAS CITY 64105
(39.1092, -94.5848)",N
150040024,06/11/2015 12:00:00 AM,22:11,06/08/2015 12:00:00 AM,0:01,06/08/2015 12:00:00 AM,3:00,702,240,Auto Theft,111,300  DELAWARE ST,KANSAS CITY,64101,PJ0458,CPD,U,1,SUS,U,U,,"300 DELAWARE ST
KANSAS CITY 64101
(39.1095, -94.5846)",N
150017551,03/14/2015 12:00:00 AM,7:38,03/13/2015 12:00:00 AM,23:30,03/14/2015 12:00:00 AM,7:25,1401,290,Property Damage,111,200  DELAWARE ST,KANSAS CITY,64105,PJ0375,CPD,U,1,SUS,U,U,,"200 DELAWARE ST
KANSAS CITY 64105
(39.1103, -94.5852)",N
150073671,10/13/2015 12:00:00 AM,11:53,10/07/2015 12:00:00 AM,21:30,10/08/2015 12:00:00 AM,11:00,702,240,Auto Theft,111,400  DELAWARE ST,KANSAS CITY,64105,PJ0499,CPD,U,1,SUS,U,U,,"400 DELAWARE ST
KANSAS CITY 64105
(39.1088, -94.5849)",N
150087957,12/06/2015 12:00:00 AM,17:14,12/06/2015 12:00:00 AM,13:40,12/06/2015 12:00:00 AM,15:30,1401,290,Property Damage,121,300  CHERRY ST,KANSAS CITY,64105,PJ0386,CPD,U,1,SUS,U,U,,"300 CHERRY ST
KANSAS CITY 64105
(39.111, -94.5773)",N
150002898,01/13/2015 12:00:00 AM,14:15,01/13/2015 12:00:00 AM,12:32,01/13/2015 12:00:00 AM,14:00,640,23F,Stealing From Auto,111,500  WALNUT ST,KANSAS CITY,64106,PJ0536,CPD,U,1,SUS,U,U,,"500 WALNUT ST
KANSAS CITY 64106
(39.1085, -94.5816)",N
150033512,05/17/2015 12:00:00 AM,16:52,05/16/2015 12:00:00 AM,18:30,05/17/2015 12:00:00 AM,14:30,650,23G,Stealing Auto Parts/,111,300  LOCUST LN,KANSAS CITY,64106,PJ0402,CPD,U,1,SUS,U,U,,"300 LOCUST LN
KANSAS CITY 64106
(39.1107, -94.5786)",N
150034656,05/22/2015 12:00:00 AM,12:00,05/21/2015 12:00:00 AM,23:15,05/22/2015 12:00:00 AM,9:20,702,240,Auto Theft,111,200  DELAWARE ST,KANSAS CITY,64105,PJ0375,CPD,U,1,SUS,U,U,,"200 DELAWARE ST
KANSAS CITY 64105
(39.1103, -94.5852)",N
150062971,09/04/2015 12:00:00 AM,11:57,08/29/2015 12:00:00 AM,18:00,08/31/2015 12:00:00 AM,8:45,650,23G,Stealing Auto Parts/,111,100  W 3 ST,KANSAS CITY,64105,PJ0375,CPD,U,1,SUS,U,U,,"100 W 3 ST
KANSAS CITY 64105
(39.1096, -94.5847)",N
150088300,12/08/2015 12:00:00 AM,0:13,12/07/2015 12:00:00 AM,12:10,,,302,120,Armed Robbery,114,400  E MISSOURI AV,KANSAS CITY,64106,PJ0560,CPD,U,2,SUS,B,M,,"400 E MISSOURI AV
KANSAS CITY 64106
(39.1081, -94.5788)",Y
150028450,04/28/2015 12:00:00 AM,0:13,04/28/2015 12:00:00 AM,0:13,,,1401,290,Property Damage,411,200  WALNUT ST,KANSAS CITY,64106,PJ0391,CPD,U,1,VIC,U,M,,"200 WALNUT ST
KANSAS CITY 64106
(39.111, -94.5825)",N
150088300,12/08/2015 12:00:00 AM,0:13,12/07/2015 12:00:00 AM,12:10,,,302,120,Armed Robbery,114,400  E MISSOURI AV,KANSAS CITY,64106,PJ0560,CPD,U,3,SUS,B,M,,"400 E MISSOURI AV
KANSAS CITY 64106
(39.1081, -94.5788)",Y
150040912,06/15/2015 12:00:00 AM,9:48,06/14/2015 12:00:00 AM,2:45,06/14/2015 12:00:00 AM,3:15,502,220,Burglary - Non Resid,111,200  DELAWARE ST,KANSAS CITY,64105,PJ0375,CPD,U,1,VIC,,,,"200 DELAWARE ST
KANSAS CITY 64105
(39.1103, -94.5852)",N
150027504,04/24/2015 12:00:00 AM,8:08,04/23/2015 12:00:00 AM,19:00,04/24/2015 12:00:00 AM,7:30,640,23F,Stealing From Auto,111,300  DELAWARE ST,KANSAS CITY,64105,PJ0471,CPD,U,1,SUS,U,U,,"300 DELAWARE ST
KANSAS CITY 64105
(39.1092, -94.5848)",N
150035823,05/27/2015 12:00:00 AM,8:55,05/27/2015 12:00:00 AM,3:00,05/27/2015 12:00:00 AM,3:30,702,240,Auto Theft,111,200  BROADWAY,KANSAS CITY,64105,PJ0488,CPD,U,1,SUS,U,U,,"200 BROADWAY
KANSAS CITY 64105
(39.1093, -94.5885)",N
150043382,06/24/2015 12:00:00 AM,15:11,06/19/2015 12:00:00 AM,1:10,06/20/2015 12:00:00 AM,16:00,650,23G,Stealing Auto Parts/,111,200  WYANDOTTE ST,KANSAS CITY,64105,PJ0375,CPD,U,1,SUS,U,U,,"200 WYANDOTTE ST
KANSAS CITY 64105
(39.1099, -94.5865)",N
150041620,06/17/2015 12:00:00 AM,20:05,06/17/2015 12:00:00 AM,16:00,06/17/2015 12:00:00 AM,16:30,1401,290,Property Damage,111,100  E MISSOURI AV,KANSAS CITY,64120,PJ0513,CPD,U,1,VIC,W,F,,"100 E MISSOURI AV
KANSAS CITY 64120
(39.1077, -94.5812)",N
150021186,03/29/2015 12:00:00 AM,17:30,03/28/2015 12:00:00 AM,12:00,03/29/2015 12:00:00 AM,17:15,702,240,Auto Theft,111,200  MAIN ST,KANSAS CITY,64105,PJ0375,CPD,U,1,SUS,U,U,,"200 MAIN ST
KANSAS CITY 64105
(39.1107, -94.5838)",N
